id,gender,Category,articleType,baseColour,season,year,usage,productDisplayName,,
22358,Man,Topwear,Shirts,Beige,Fall,2011,Casual,John Players Men Solid Beige Shirt,,
28662,Man,Shoes,Casual Shoes,Black,Summer,2012,Casual,Nike Men Lunar Flow Black Casual Shoes,,
50778,Man,Shoes,Casual Shoes,Navy Blue,Spring,2013,Casual,Clarks Men Navy Leather Sneakers,,
2874,Woman,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Black Heels,,
33824,Woman,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Puma Women Grey Axis Sports Shoes,,
58515,Woman,Topwear,Tops,White,Summer,2012,Casual,Tonga Women White Top,,
44976,Man,Accessories,Accessories,Black,Winter,2016,Casual,Maxima Attivo Men Black Dial Watch,,
11348,Man,Bottomwear,Jeans,Navy Blue,Summer,2017,Casual,Lee Men Navy Blue Powell Fit Jeans,,
41438,Man,Shoes,Sports Shoes,White,Fall,2012,Casual,Lee Cooper Men White Sports Shoes,,
39522,Unisex,Accessories,Laptop Bag,Black,Summer,2012,Casual,Peter England Unisex Black Bag,,
58727,Woman,Topwear,Tshirts,Purple,Summer,2012,Casual,Puma Women Purple T-shirt,,
14408,Woman,Shoes,Heels,Beige,Summer,2012,Casual,Enroute Women Casual Beige Flats,,
11946,Man,Sandal,Sandals,Brown,Summer,2012,Casual,Ganuchi Men Casual Brown Sandals,,
36758,Woman,Accessories,Accessories,Grey,Winter,2016,Casual,Maxima Women Grey Dial Watch,,
5863,Man,Topwear,Tshirts,Purple,Summer,2011,Casual,ADIDAS Men's Saltero Purple T-shirt,,
39710,Unisex,Accessories,Accessories,Blue,Winter,2016,Casual,ADIDAS Original Unisex Blue Dial Chronograph Watch ADH2639,,
19317,Unisex,Accessories,Backpacks,Black,Spring,2013,Casual,Nike Unisex Casual Black Backpack,,
8740,Man,Topwear,Shirts,Navy Blue,Fall,2011,Casual,Indigo Nation Men Checks Navy Blue Shirt,,
23884,Man,Shoes,Sports Shoes,White,Fall,2011,Sports,Fila Men Hitech White Sports Shoes,,
9692,Man,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Classic Polo Men Ikon Navy Blue Polo Tshirts,,
27418,Woman,Bottomwear,Capris,Red,Winter,2015,Casual,Jockey Women Red Relaxed Capris,,
34833,Woman,Shoes,Flats,Green,Summer,2012,Casual,ADIDAS Women Sweep Green Sandals,,
7708,Woman,Bottomwear,Jeans,Blue,Fall,2011,Casual,Jealous 21 Women Aliah Blue Jegging,,
51498,Woman,Bottomwear,Jeans,Blue,Summer,2012,Casual,Denizen Women Blue Jeans,,
29582,Woman,Shoes,Flats,Black,Summer,2012,Casual,Puma Women Black Grace Flats,,
28450,Woman,Bottomwear,Track Pants,Grey,Summer,2012,Casual,Urban Yoga Women Grey Track Pants,,
4710,Unisex,Accessories,Accessories,Black,Winter,2016,Sports,ADIDAS Unisex New York Chronographic Digital Black Red Watch,,
15347,Man,Topwear,Tshirts,Black,Fall,2011,Sports,Nike Men Special Edition 3 Star Cricket Fan Black Tshirts,,
21172,Woman,Topwear,Tunics,Blue,Fall,2011,Casual,s.Oliver Women Powder Blue Tunic,,
40979,Man,Topwear,Tshirts,Yellow,Summer,2012,Casual,Gini and Jony Boys Core Yellow T-shirt,,
38863,Woman,Topwear,Tops,Blue,Summer,2012,Casual,Latin Quarters Women Blue Printed Top,,
14295,Man,Topwear,Tshirts,Black,Fall,2011,Casual,Classic Polo Men Printed pack of 3 Tshirts,,
32565,Woman,Topwear,Tops,Blue,Summer,2012,Casual,ONLY Women Smock Blue Top,,
40145,Woman,Bottomwear,Capris,Pink,Summer,2012,Casual,Gini and Jony Girls Kinky Pink Capris,,
10635,Man,Shoes,Casual Shoes,Black,Fall,2011,Casual,Carlton London Men Semi oxfords Black Casual Shoes,,
48328,Woman,Accessories,HandAccessories,Pink,Summer,2012,Casual,Pitaraa Women Pink Sling Bag,,
42612,Woman,Accessories,Jewellery Set,Gold,Winter,2016,Casual,Estelle Women Gold Earring & Pendant Set,,
3535,Man,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Myntra Men's Saadhu Starter Kit Navy Blue T-shirt,,
26357,Woman,Topwear,Tshirts,Pink,Summer,2012,Casual,Arrow Woman Striped Pink T-shirt,,
12162,Woman,Bottomwear,Leggings,Green,Fall,2011,Ethnic,Aurelia Women Solid Blue Leggings,,
47360,Woman,Accessories,HandAccessories,Green,Summer,2012,Casual,Baggit Women Green Bag,,
9833,Woman,Topwear,Tshirts,Green,Fall,2011,Casual,Little Miss Women Printed Olive Green T-shirt,,
17410,Man,Shoes,Sports Shoes,White,Fall,2011,Sports,Lotto Men Atlantica White Sports Shoe,,
23625,Woman,Topwear,Tops,Pink,Fall,2011,Casual,Doodle Kids Girls Pink Retro Top,,
7195,Woman,Topwear,Tops,White,Fall,2011,Casual,Jealous 21 Women Knit Butterfly Print White Top,,
30000,Woman,Accessories,Accessories,Silver,Winter,2016,Casual,Aspen Women Silver Dial Watch,,
13282,Woman,Bottomwear,Capris,Black,Fall,2011,Casual,Gini and Jony Kids Solid Black Capris,,
54545,Woman,Accessories,HandAccessories,Orange,Summer,2012,Casual,Lino Perros Women Orange Handbag,,
12350,Man,Topwear,Shirts,Pink,Fall,2011,Formal,Reid & Taylor Men Pink Striped Shirt,,
29911,Man,Accessories,Accessories,Black,Winter,2016,Casual,Police Men Black Dial Watch PL12176JS02A,,
3707,Man,Topwear,Tshirts,Purple,Summer,2011,Casual,Classic Polo Men's Purple Black & Cream Stripe T-shirt,,
6275,Woman,Topwear,Tshirts,Pink,Summer,2011,Casual,UCB Women's Crystal Benetton Pink T-shirt,,
26959,Woman,Topwear,Shirts,Pink,Summer,2012,Casual,Jealous 21 Women Pink Shirt,,
46080,Man,Shoes,Sports Shoes,Blue,Summer,2012,Sports,ADIDAS Men Blue Sports Shoes,,
21340,Man,Accessories,Sunglasses,Copper,Winter,2016,Casual,Pal Zileri Men Casual Copper Frame Sunglasses,,
4522,Man,Shoes,Sports Shoes,Grey,Summer,2011,Sports,Puma Men's Faas Grey Shoes,,
45605,Man,Shoes,Formal Shoes,Black,Summer,2013,Formal,Arrow Men Black Formal Shoes,,
37225,Man,Accessories,Duffel Bag,Olive,Summer,2012,Casual,United Colors of Benetton Men Olive Duffle Bag,,
53760,Man,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Puma Men Navy Blue and White T-shirt,,
15949,Man,Accessories,Accessories,Black,Fall,2011,Formal,Turtle Men Check Black Accessories,,
32757,Man,Shoes,Casual Shoes,Multi,Fall,2012,Casual,Fila Men Glam II Multi Coloured Shoes,,
56212,Woman,Accessories,Pendant,Gold,Winter,2016,Casual,Estelle Women Gold Pendant with Chain,,
24632,Unisex,Flip Flops,Flip Flops,Red,Fall,2011,Casual,ADIDAS Unisex Red Checks Flip Flops,,
10407,Man,Topwear,Shirts,Grey,Fall,2011,Formal,United Colors of Benetton Men Solid Grey Shirts,,
33685,Man,Shoes,Formal Shoes,Black,Summer,2012,Formal,Cobblerz Men Black Formal Shoes,,
12734,Woman,Accessories,HandAccessories,Black,Fall,2011,Sports,Nike Women Samba Black HandAccessories,,
42044,Man,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Nike Men Wardour Chukka White Casual Shoes,,
3363,Woman,Topwear,Tshirts,Black,Summer,2011,Casual,Myntra Women Creative designs Black T-shirt,,
9659,Man,Topwear,Shirts,Blue,Fall,2011,Casual,Indigo Nation Men Reversible Bling Blue Shirts,,
43196,Woman,Accessories,Accessories,White,Winter,2016,Casual,Fastrack Women White Dial Watch,,
54121,Woman,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Flats,,
35116,Woman,Accessories,Necklace and Chains,Black,Summer,2012,Casual,Allen Solly Woman Black Necklace,,
42878,Woman,Accessories,Clutches,Maroon,Summer,2012,Casual,NA,,
16394,Man,Topwear,Shirts,Blue,Fall,2011,Casual,Levis Men Check Blue  Shirts,,
51453,Woman,Topwear,Tops,Multi,Summer,2012,Casual,Tonga Women Multicoloured Top,,
17246,Man,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,U.S. Polo Assn. Men Stripes Navy Blue Polo Tshirt,,
23073,Man,Bottomwear,Trousers,Grey,Winter,2014,Formal,Arrow Men Grey Trousers,,
6611,Man,Topwear,Shirts,Navy Blue,Summer,2011,Casual,Spykar Men Stripes Navy Blue Shirt,,
47536,Woman,Shoes,Flats,Black,Winter,2012,Casual,Portia Women Black Flats,,
5094,Man,Topwear,Tshirts,Brown,Summer,2011,Casual,Wrangler Men's Reverse Print Brown T-shirt,,
15511,Woman,Shoes,Heels,Pink,Fall,2011,Casual,Rockport Women Jeanie Thong Chain Pink Flats,,
21724,Woman,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Casual Brown Heels,,
36793,Man,Accessories,Accessories,Off White,Winter,2016,Casual,Maxima Attivo Men Off-White Dial Watch 24130LMGT,,
4146,Woman,Shoes,Sports Shoes,White,Summer,2011,Sports,Nike Women Trainer White Purple Shoe,,
45261,Man,Accessories,Accessories,Red,Winter,2016,Casual,Casio G-SHOCK Men Black Dial Analogue & Digital Watch G220,,
24256,Man,Shoes,Casual Shoes,Green,Summer,2012,Casual,Numero Uno Men Green Casual Shoes,,
10063,Man,Topwear,Tshirts,Yellow,Fall,2011,Casual,Puma Men spine tee Yellow Tshirts,,
38609,Man,Topwear,Tshirts,Blue,Summer,2012,Casual,Nike Men Printed Blue T-shirt,,
32333,Man,Accessories,Accessories,Black,Winter,2016,Sports,Q&Q Men Black Dial Watch,,
56676,Man,Accessories,Accessories,White,Winter,2016,Casual,Maxima Men White Chronograph Watch,,
53136,Woman,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Black Heels,,
24858,Man,Topwear,Shirts,White,Summer,2011,Formal,Mark Taylor Men White Striped Shirt,,
37473,Man,Accessories,Accessories,Black,Winter,2016,Casual,Esprit Men Black Watch,,
4374,Man,Topwear,Tshirts,Black,Summer,2011,Casual,Batman Men's Batman Big Face Black T-shirt,,
15723,Woman,Shoes,Sports Shoes,White,Spring,2013,Sports,Nike Women Ballista II White Sports Shoes,,
40521,Man,Accessories,Accessories,Cream,Winter,2016,Casual,Titan Men Cream Dial Watch,,
11383,Woman,Topwear,Tops,Black,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Black Tops,,
42276,Man,Shoes,Casual Shoes,Navy Blue,Summer,2012,Casual,Vans Men Navy Blue Michoacan Shoes,,
3151,Man,Shoes,Sports Shoes,Blue,Fall,2010,Sports,Nike Men's Lunarswift Blue Shoe,,
31784,Woman,Topwear,Tops,Red,Summer,2012,Casual,Lee Women Katie Red Top,,
12506,Man,Shoes,Casual Shoes,Brown,Winter,2018,Casual,Red Tape Men Brown Shoes,,
17848,Woman,Topwear,Tshirts,White,Fall,2011,Casual,Flying Machine Women Mind Your White Tshirt,,
22393,Woman,Topwear,Tshirts,Grey,Fall,2011,Casual,ADIDAS Women Verve Tee Grey T-shirt,,
51661,Man,Accessories,Accessories,Black,Winter,2016,Casual,Fossil Men Black Dial Watch AM4368,,
35324,Woman,Accessories,Earrings,Silver,Winter,2016,Ethnic,Fabindia Women Anusuya Silver Earrings,,
18800,Unisex,Accessories,Backpacks,Navy Blue,Summer,2011,Casual,Peter England Unisex Casual Navy Blue Backpack,,
6423,Man,Flip Flops,Flip Flops,Black,Summer,2011,Casual,Lotto Men's Bavarian Black Yellow Flip Flop,,
17074,Woman,Accessories,Belts,Brown,Winter,2015,Casual,Lino Perros Women Brown Belt,,
19328,Man,Topwear,Sweatshirts,Maroon,Fall,2011,Casual,Myntra Men Maroon Sweatshirt,,
22969,Unisex,Accessories,Backpacks,Black,Summer,2011,Casual,U.S. Polo Assn. Black Unisex Lug-Laptop Backpack,,
3397,Woman,Accessories,HandAccessories,Green,Winter,2015,Casual,Murcia Women Green Handbag,,
2245,Woman,Topwear,Tshirts,White,Fall,2010,Sports,ADIDAS Women White Polo T-shirt,,
43162,Woman,Accessories,Accessories,Silver,Winter,2016,Casual,Fastrack Women Silver Dial Watch,,
46410,Man,Topwear,Tshirts,Purple,Summer,2012,Casual,ADIDAS Men Purple Printed T-shirt,,
7737,Unisex,Accessories,Caps,Black,Fall,2011,Sports,Puma Unisex Stripe Cat Black Cap,,
16360,Man,Topwear,Shirts,Purple,Fall,2011,Formal,Peter England Men Stripes Purple Shirt,,
34030,Man,Topwear,Shirts,Blue,Summer,2012,Casual,Gini and Jony Boys Check Blue Shirt,,
20602,Woman,Accessories,HandAccessories,Red,Winter,2015,Casual,Baggit Women Red Selection Lisa Sling Bag,,
14437,Woman,Shoes,Heels,Silver,Summer,2012,Casual,Enroute Women Silver Wedges,,
52222,Woman,Accessories,Pendant,Black,Summer,2013,Casual,Lencia Black and Silver Pendant,,
11979,Man,Shoes,Casual Shoes,Black,Fall,2011,Casual,Fila Men Glam Black Casual Shoes,,
36767,Man,Accessories,Accessories,Green,Winter,2016,Casual,Maxima Men Green Dial Watch,,
45295,Woman,Accessories,Accessories,Silver,Winter,2016,Casual,CASIO SHEEN Women Silver-Toned Dial Watch SX042,,
10097,Man,Shoes,Sports Shoes,White,Fall,2011,Sports,Reebok Men Reeflex Run White Sports Shoes,,
33215,Woman,Topwear,Tops,Off White,Summer,2012,Casual,Sepia Women Off White Top,,
11145,Man,Topwear,Shirts,Purple,Fall,2011,Casual,Indigo Nation Men Bling Purple Shirts,,
56682,Man,Accessories,Accessories,White,Winter,2016,Casual,Maxima Men White Chronograph Watch,,
5252,Unisex,Accessories,Backpacks,Red,Summer,2017,Casual,Wildcraft Unisex Corporate Red Backpack,,
4380,Man,Topwear,Tshirts,Red,Summer,2011,Casual,Superman Men's Dont Art Me Dark Red T-shirt,,
24090,Man,Topwear,Sweatshirts,Red,Fall,2011,Casual,Manchester United Men Red Sweatshirt,,
11377,Man,Topwear,Shirts,Pink,Fall,2011,Formal,United Colors of Benetton Men Summer Pink Shirts,,
25142,Woman,Accessories,Clutches,Red,Winter,2015,Casual,Lino Perros Women Red Clutch,,
41407,Woman,Topwear,Tops,Blue,Summer,2012,Casual,Wrangler Women Cowgirl Blue Top,,
13420,Man,Topwear,Tshirts,Purple,Summer,2011,Casual,United Colors of Benetton Men Solid Purple  polo T-shirts,,
43350,Man,Shoes,Sports Shoes,Black,Summer,2012,Sports,Reebok Men Black Fuel Extreme Sports Shoes,,
22367,Man,Topwear,Tshirts,Red,Fall,2011,Casual,Ed Hardy Men Vintage  Brick Red T-Shirt,,
51695,Woman,Accessories,Sunglasses,Purple,Winter,2016,Casual,Van Heusen Women Oversized Sunglasses VH215-C3,,
16152,Man,Shoes,Formal Shoes,Brown,Fall,2011,Formal,Enroute Men Leather Brown Formal Shoes,,
46622,Woman,Shoes,Heels,Multi,Summer,2016,Casual,Catwalk Women Multi colour Wedges,,
7505,Man,Topwear,Tshirts,White,Summer,2011,Sports,Nike Men's As Go Dunk T-Shirts,,
19926,Man,Accessories,Accessory Gift Set,Black,Fall,2011,Formal,Reid & Taylor Men Formal Black Tie+Cufflink+Pocket square - Combo Pack,,
34202,Man,Bottomwear,Track Pants,Black,Fall,2013,Casual,Proline Men Black Track Pants,,
50747,Man,Shoes,Casual Shoes,Mushroom Brown,Winter,2018,Casual,Red Chief Men Mushroom Brown Shoes,,
36131,Man,Shoes,Casual Shoes,Maroon,Summer,2012,Casual,Nike Men Dunk High Maroon Shoes,,
39945,Man,Shoes,Casual Shoes,Brown,Spring,2013,Casual,GAS Men Brown Namib Shoes,,
21186,Man,Flip Flops,Flip Flops,Blue,Fall,2011,Casual,ADIDAS Men Star Story Blue Flip Flops,,
20054,Woman,Accessories,Mufflers,Black,Fall,2011,Casual,United Colors Of Benetton Women Black Muffler,,
44511,Man,Sandal,Sandals,Black,Summer,2012,Casual,Coolers Men Black Sandals,,
11713,Woman,Topwear,Tunics,Green,Summer,2011,Casual,Lee Women Check Green Tunics,,
25526,Woman,Topwear,Tops,Red,Summer,2012,Casual,Wrangler Women Poppins Red Top,,
32591,Woman,Bottomwear,Skirts,Pink,Summer,2012,Casual,ONLY Women Pink Skirt,,
20868,Man,Shoes,Casual Shoes,White,Summer,2013,Casual,Fila Men Stradd White Casual Shoes,,
33443,Woman,Accessories,HandAccessories,Brown,Summer,2012,Casual,Baggit Women Brown Handbag,,
57106,Woman,Topwear,Tops,White,Summer,2012,Casual,Elle Women White Top,,
13044,Woman,Shoes,Heels,Black,Winter,2012,Casual,Inc 5 Women Casual Black Wedges,,
27271,Woman,Topwear,Tunics,Red,Fall,2011,Ethnic,Mother Earth Women Printed Red Tunic,,
43734,Woman,Accessories,Bangle,Gold,Summer,2012,Casual,Royal Diadem Set of 4 Golden Bangles,,
8129,Man,Accessories,Belts,Brown,Winter,2016,Casual,Fastrack Men Grey Brass Buckles Brown Belts,,
12196,Man,Topwear,Tshirts,White,Fall,2011,Casual,Basics Men White Polo T-shirt,,
55651,Woman,Shoes,Heels,Blue,Winter,2015,Casual,Catwalk Women Blue Flats,,
13878,Man,Topwear,Shirts,Red,Fall,2011,Casual,Scullers Men Check Red Shirts,,
47394,Woman,Accessories,HandAccessories,Olive,Summer,2015,Casual,Baggit Women Olive Handbag,,
22703,Man,Shoes,Casual Shoes,Grey,Fall,2011,Casual,Nike Men Capri II Mid Grey Casual Shoes,,
16536,Woman,Accessories,Caps,Red,Fall,2011,Casual,Probase Women Checked Orange & Red Cap,,
46246,Woman,Topwear,Tunics,Green,Summer,2012,Casual,Fusion Beats Women Green Printed Tunic,,
2621,Man,Topwear,Tshirts,Blue,Fall,2010,Sports,Nike Men's Bleed blue India Colors T-shirt,,
43506,Man,Topwear,Tshirts,Blue,Summer,2012,Casual,French Connection Men Blue T-shirt,,
31126,Woman,Dress,Dresses,White,Summer,2012,Casual,Gini and Jony Girls White Dress,,
34454,Woman,Shoes,Flats,Brown,Winter,2012,Casual,Rocia Women Brown Sandals,,
46074,Man,Accessories,Belts,Brown,Summer,2012,Casual,Lino Perros Men Brown Leather Belt,,
7353,Man,Topwear,Tshirts,Grey,Fall,2011,Casual,Tantra Men's Moustaches Grey T-shirt,,
35586,Man,Sandal,Sandals,Brown,Summer,2013,Casual,Gliders Men Brown Sandals,,
16704,Man,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Fila Men High Density Navy Blue Tshirt,,
36303,Man,Topwear,Tshirts,Black,Summer,2012,Casual,Angry Birds Men Black Stop The Madness T-shirt,,
44723,Woman,Flip Flops,Flip Flops,White,Summer,2012,Casual,Lotto Women White & Pink Blossom Flip Flops,,
5404,Man,Shoes,Sports Shoes,White,Fall,2011,Sports,Kalenji Kiprun 1000 Whi/ Blue 2011,,
20266,Woman,Shoes,Heels,White,Winter,2015,Casual,Catwalk Women Casual White Heels,,
14053,Man,Topwear,Shirts,Blue,Fall,2011,Casual,Flying Machine Men Check  Blue Shirts,,
53794,Man,Topwear,Tshirts,Red,Summer,2012,Casual,Puma Men Red Ferrari T-shirt,,
41251,Man,Accessories,Belts,Black,Summer,2012,Formal,Arrow Men Black & Brown Reversible Belt,,
11521,Man,Topwear,Tshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Blue T-shirt,,
25714,Unisex,Accessories,Caps,Black,Spring,2013,Casual,ADIDAS Unisex NBA Black Cap,,
40383,Woman,Topwear,Tops,Pink,Summer,2012,Casual,Tokyo Talkies Women Pink Top,,
58720,Man,Topwear,Tshirts,White,Summer,2012,Casual,Puma Men White T-shirt,,
11941,Man,Sandal,Sandals,Tan,Fall,2011,Casual,Ganuchi Men Casual Tan Sandals,,
5864,Unisex,Shoes,Casual Shoes,Navy Blue,Winter,2011,Casual,Converse Chuck Taylor All Star Unisex Navy Blue & Red Shoe,,
39717,Woman,Topwear,Tops,Red,Summer,2012,Casual,Arrow Woman Red Top,,
49460,Unisex,Shoes,Casual Shoes,Purple,Summer,2012,Casual,Vans Unisex Wine Authentic Shoes,,
42088,Man,Shoes,Sports Shoes,Brown,Summer,2012,Sports,ADIDAS Men Brown Zapotec Shoes,,
19310,Man,Shoes,Sports Shoes,White,Fall,2011,Sports,Nike Men Lunarglide+ 3 White Sports Shoe,,
34834,Woman,Shoes,Sports Shoes,Navy Blue,Summer,2012,Sports,ADIDAS Women Ranger Navy Blue Sports Shoes,,
9695,Man,Topwear,Tshirts,White,Fall,2011,Casual,Classic Polo Men Vulcan White Polo Tshirts,,
16358,Man,Topwear,Shirts,White,Fall,2011,Formal,Peter England Men Stripes White Shirt,,
46428,Man,Accessories,Accessories,Black,Winter,2016,Casual,Timex Men Black Dial Watch,,
34008,Woman,Topwear,Tops,Pink,Summer,2012,Casual,Gini and Jony Girls Pink Top,,
28457,Woman,Bottomwear,Capris,Black,Summer,2012,Sports,Urban Yoga Women Black Capris,,
19122,Man,Flip Flops,Flip Flops,White,Fall,2011,Casual,Lotto Men XL Water Man White Slippers,,
49652,Woman,Topwear,Tops,Blue,Summer,2012,Casual,Mineral Women Blue Top,,
16956,Man,Accessories,Sunglasses,Brown,Winter,2016,Casual,Image Men Classic Accessories Brown Sunglasses,,
43368,Man,Flip Flops,Flip Flops,Blue,Summer,2013,Casual,Reebok Men Blue Possession Flip Flops,,
13418,Man,Topwear,Shirts,White,Summer,2011,Casual,United Colors of Benetton Men Solid White Shirts,,
20408,Woman,Accessories,Belts,Green,Winter,2015,Casual,Baggit Women Chotu Taj Green Belt,,
58512,Woman,Topwear,Tops,Cream,Summer,2012,Casual,Tonga Women Printed Black Top,,
33823,Woman,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Puma Women Axis Grey Sports Shoes,,
52028,Unisex,Topwear,Rain Jacket,Brown,Summer,2012,NA,Just Natural Unisex Brown Rain Jacket,,
44971,Man,Accessories,Accessories,Black,Winter,2016,Casual,Maxima Men Black Analog Chronograph Watch,,
39525,Unisex,Accessories,Laptop Bag,Black,Fall,2012,Casual,Peter England Unisex Black Laptop Bag,,
18494,Man,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Men Daemon White Sports Shoes,,
7965,Man,Topwear,Tshirts,Green,Fall,2011,Sports,Puma Men's Ess Polo Green T-shirt,,
19546,Woman,Topwear,Sweatshirts,Black,Fall,2011,Casual,United Colors of Benetton Women Solid Black Sweatshirt,,
49236,Man,Accessories,Caps,Cream,Fall,2012,Casual,Arrow Men Cream Cap,,
8111,Man,Accessories,Belts,Blue,Winter,2016,Casual,Fastrack Men Canvas Blue Belt,,
28201,Man,Accessories,Sunglasses,Gold,Winter,2016,Casual,Ray-Ban Men High Street Arista Sunglasses,,
13840,Unisex,Accessories,Accessories,Black,Winter,2016,Casual,ADIDAS Unisex Three Small Dials Black Accessories,,
12992,Unisex,Shoes,Sports Shoes,Silver,Fall,2011,Sports,ADIDAS Kids Unisex HyperRun Silver Sports Shoes,,
41867,Man,Sandal,Sandals,Red,Summer,2016,Casual,Estd. 1977 Men Red & Brown Sandals,,
44529,Man,Sandal,Sandals,Black,Winter,2010,Casual,Coolers Men Black Sandals,,
58176,Woman,Accessories,HandAccessories,Green,Fall,2012,Casual,Rocky S Women Green Handbag,,
59898,Woman,Topwear,Tops,Black,Fall,2012,Casual,Femella Women Black Top,,
21982,Woman,Accessories,Clutches,Gold,Winter,2015,Casual,Murcia Women Casual Gold Clutch,,
20850,Woman,Accessories,Clutches,Green,Winter,2015,Casual,Spice Art Women White Beaded Elastic Flower Clutch,,
59296,Man,Topwear,Shirts,White,Fall,2012,Casual,U.S. Polo Assn. Men White & Green Shirt,,
11519,Woman,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Bronze Brown Heels,,
15985,Man,Topwear,Shirts,Green,Fall,2011,Casual,Turtle Check Men Green Shirt,,
33649,Man,Sandal,Sandals,Black,Summer,2012,Casual,Lotto Men Stride Black Sandals,,
2619,Man,Topwear,Tshirts,White,Fall,2010,Sports,Nike Mens White Bleed Blue T-shirt,,
8323,Man,Topwear,Tshirts,White,Fall,2011,Casual,Doodle Boy's Athletic 77 Dept White Kidswear,,
27847,Woman,Topwear,Tshirts,Off White,Summer,2012,Casual,Scullers For Her Off White T-shirt,,
49838,Woman,Flip Flops,Flip Flops,Black,Winter,2012,Casual,iPanema Women Black Flip Flops,,
31922,Woman,Accessories,HandAccessories,Black,Summer,2012,Casual,Fabindia Women Black Silk Handbag,,
26995,Woman,Bottomwear,Jeans,Blue,Summer,2012,Casual,Jealous 21 Women Washed Light Blue Jeans,,
9037,Man,Shoes,Formal Shoes,Black,Winter,2011,Formal,Buckaroo Men Medina Black Formal Shoes,,
13088,Man,Topwear,Tshirts,Red,Fall,2011,Sports,ADIDAS Men NBA Bold Red T-shirts,,
17428,Man,Accessories,Accessories,Black,Summer,2017,Casual,CASIO G-Shock Men Black Analogue-Digital Watch GA-100-1A2DR G271,,
12966,Man,Shoes,Sports Shoes,Grey,Fall,2011,Sports,ADIDAS Men Snova Glide Grey Sports Shoes,,
39989,Man,Shoes,Casual Shoes,Blue,Summer,2013,Casual,Gas Men Skate Blue Shoes,,
59050,Woman,Shoes,Heels,Red,Winter,2012,Casual,Carlton London Women Red & Black Heels,,
4728,Man,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Disney Kids Boy's Crew Sea Life Sialing Navy Teen Kidswear,,
40941,Woman,Topwear,Tops,Pink,Summer,2012,Casual,Gini and Jony Girls Pretty Pink Top,,
58182,Woman,Accessories,HandAccessories,Yellow,Summer,2012,Casual,Rocky S Women Yellow Handbag,,
21976,Woman,Accessories,HandAccessories,Red,Winter,2015,Casual,Murcia Women Casual Red Handbag,,
37813,Man,Topwear,Shirts,Black,Summer,2012,Casual,John Players Men Check Black Shirt,,
59262,Woman,Accessories,Accessories,Silver,Winter,2016,Casual,Titan Women Silver Watch,,
1854,Man,Topwear,Tshirts,Purple,Summer,2011,Casual,Inkfruit Mens Pencho T-shirt,,
39387,Man,Bottomwear,Jeans,Blue,Summer,2012,Casual,Peter England Men Blue Jeans,,
15971,Man,Topwear,Shirts,Green,Fall,2011,Casual,Turtle Check Men Green Shirt,,
47956,Woman,Accessories,HandAccessories,Pink,Summer,2012,Casual,Murcia Women Pink Handbag,,
9205,Man,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men SL Tech Lo NM Basic Black Casual Shoes,,
30038,Man,Accessories,Accessories,White,Winter,2016,Casual,SKAGEN DENMARK Men White Dial Watch 233XLSS,,
48122,Woman,Accessories,Belts,Brown,Summer,2012,Casual,Fossil Women Brown Belt,,
42418,Woman,Topwear,Tops,White,Summer,2012,Casual,Gini and Jony Girls Woven White Top,,
29929,Man,Accessories,Accessories,Copper,Winter,2016,Casual,Police Men Copper-Toned Dial Watch PL12895JS,,
46884,Man,Shoes,Casual Shoes,Black,Fall,2012,Casual,Ben 10 Boys Black Casual Shoes,,
19780,Woman,Accessories,HandAccessories,Blue,Fall,2011,Casual,United Colors of Benetton Women Blue Handbag,,
12368,Man,Topwear,Shirts,Blue,Fall,2011,Formal,Reid & Taylor Men Stripes Blue Shirts,,
34498,Woman,Topwear,Tops,Blue,Summer,2012,Formal,Van Heusen Woman Striped Blue Top,,
30804,Man,Topwear,Shirts,Rust,Summer,2012,Ethnic,Fabindia Men Rust Shirt,,
10867,Man,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Wrangler Men Navy Blue Tough Service Navy T-shirt,,
37679,Unisex,Accessories,Backpacks,Blue,Summer,2012,Casual,American Tourister Unisex Blue Backpack,,
45259,Man,Accessories,Accessories,Black,Winter,2016,Casual,Casio EDIFICE Men Chronograph Watch ED61 EF-305D-1AVDF,,
15529,Man,Topwear,Tshirts,Black,Fall,2011,Casual,Puma Men Jersey Polo Black Tshirts,,
38631,Woman,Topwear,Tshirts,Pink,Summer,2012,Casual,Nike Women Pink Polo T-shirt,,
